Date,Name,Salaries,Team,Position,Opponent,Unnamed: 6,Projected Minutes,DvP,DvPRank,O/U,Line,Total,Movement,Ceiling,Floor,Projection,Pts/$/K,WL,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,PLUS_MINUS,FD_PTS
2018-12-16,John Wall,9900,WAS,PG,LAL,,37.0,49.67,17,231.0,138,113.75,-0.5,56.51,20.18,50.82,5.13,W,42,16,27,0.593,4,8,0.5,4,6,0.667,1,5,6,14,3,2,5,3,40,25,78.2
2018-12-16,Anthony Davis,13100,NOP,PF,MIA,,37.0,51.65,5,222.0,-250,114.25, ,85.9,30.8,59.12,4.51,L,39,10,19,0.526,2,3,0.667,5,6,0.833,3,9,12,7,3,3,1,1,27,-2,68.9
2018-12-16,Ben Simmons,9800,PHI,PG,@ CLE,,35.0,45.60,28,218.0,-350,113.0,0.5,62.25,19.94,47.02,4.8,W,32,9,15,0.6,0,0,,4,5,0.8,4,7,11,14,1,0,0,4,22,23,59.2
2018-12-16,Victor Oladipo,8500,IND,SG,NYK,,31.0,48.59,15,216.0,-700,113.75,0.5,55.34,25.79,39.93,4.7,W,36,7,13,0.5379999999999999,5,8,0.625,7,8,0.875,0,8,8,7,5,0,4,2,26,7,57.1
2018-12-16,D'Angelo Russell,6800,BKN,SG,ATL,,31.0,53.66,29,225.0,-275,116.0,-1.25,47.12,17.19,34.72,5.11,W,29,13,19,0.684,5,9,0.556,1,1,1.0,1,5,6,7,2,0,0,2,32,27,55.7
2018-12-16,DeAndre Jordan,6900,DAL,C,SAC,,31.0,52.66,15,222.5,-175,113.5,-1.5,45.08,21.67,36.24,5.25,L,30,4,7,0.5710000000000001,0,0,,0,0,,10,13,23,3,0,3,0,2,8,-8,49.1
2018-12-16,De'Aaron Fox,7500,SAC,PG,@ DAL,,36.0,52.49,25,222.5,150,109.0,-0.5,49.59,19.96,39.36,5.25,W,33,11,19,0.579,0,3,0.0,6,6,1.0,1,2,3,5,3,1,2,4,28,3,49.1
2018-12-16,Dewayne Dedmon,5200,ATL,C,@ BKN,,24.0,63.13,29,225.0,240,109.0,-0.75,35.14,14.92,24.99,4.81,L,32,8,12,0.667,5,5,1.0,3,4,0.75,3,9,12,3,1,1,0,3,24,-8,48.9
2018-12-16,Kawhi Leonard,10100,TOR,SF,@ DEN,,36.0,40.69,2,209.0,130,103.0,-5,64.77,23.73,48.52,4.8,L,38,12,21,0.5710000000000001,1,6,0.16699999999999998,4,4,1.0,2,12,14,4,0,0,4,1,29,3,47.8
2018-12-16,Nikola Jokic,10200,DEN,C,TOR,,35.0,53.74,11,209.0,-150,106.0,1,63.17,20.39,49.62,4.86,W,35,11,19,0.579,0,1,0.0,4,5,0.8,4,6,10,4,2,0,3,0,26,1,47.0
