Date,Name,Salaries,Team,Position,Opponent,Unnamed: 6,Projected Minutes,DvP,DvPRank,O/U,Line,Total,Movement,Ceiling,Floor,Projection,Pts/$/K,WL,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,PLUS_MINUS,FD_PTS
2019-01-07,Anthony Davis,12500,NOP,PF,MEM,,37.0,51.21,6,214.5,-200,109.75,-0.25,84.22,30.32,58.08,4.65,W,35,14,20,0.7,0,1,0.0,8,12,0.667,1,12,13,3,2,3,2,2,36,24,69.1
2019-01-07,James Harden,12900,HOU,SG,DEN,,39.0,48.39,10,215.5,-111,108.25,-0.5,71.87,22.01,60.96,4.73,W,40,7,18,0.389,6,15,0.4,12,15,0.8,0,5,5,14,1,1,6,4,32,23,59.0
2019-01-07,DeMar DeRozan,8300,SAS,SG,@ DET,,36.0,42.3,3,214.0,-133,108.25,-0.5,55.55,19.91,41.06,4.95,W,34,12,21,0.5710000000000001,0,0,,2,2,1.0,1,6,7,9,2,2,2,5,26,6,57.9
2019-01-07,Giannis Antetokounmpo,12100,MIL,SF,UTA,,35.0,49.03,21,222.0,-225,113.75,0.25,63.0,23.24,52.94,4.38,W,35,13,30,0.433,0,4,0.0,4,6,0.667,3,7,10,2,1,2,1,6,30,7,53.0
2019-01-07,Clint Capela,9000,HOU,C,DEN,,35.0,52.85,16,215.5,-111,108.25,-0.5,64.55,27.13,43.06,4.78,W,37,13,18,0.722,0,0,,5,7,0.7140000000000001,1,8,9,2,2,0,0,3,31,26,50.8
2019-01-07,Josh Hart,6200,LAL,SG,@ DAL,,34.0,31.25,2,222.5,260,107.5,107.5,34.01,16.99,24.45,3.94,W,44,5,13,0.385,1,5,0.2,3,3,1.0,1,11,12,6,5,0,2,4,14,16,50.4
2019-01-07,Nikola Jokic,10400,DEN,C,@ HOU,,34.0,53.41,11,215.5,-105,107.25, ,61.06,18.5,46.26,4.45,L,28,11,20,0.55,1,1,1.0,1,1,1.0,5,8,13,4,2,1,8,2,24,-22,46.6
2019-01-07,Andre Drummond,9300,DET,C,SAS,,33.0,51.75,11,214.0,115,105.75,0.5,52.64,19.7,43.01,4.62,L,37,9,14,0.643,0,0,,1,3,0.333,4,10,14,2,3,1,5,4,19,-15,45.8
2019-01-07,Brandon Ingram,6900,LAL,SF,@ DAL,,36.0,47.4,20,222.5,260,107.5,107.5,49.08,20.08,31.87,4.62,W,37,12,21,0.5710000000000001,0,0,,5,7,0.7140000000000001,1,2,3,6,2,0,2,4,29,14,45.6
2019-01-07,Blake Griffin,9600,DET,PF,SAS,,36.0,48.62,2,214.0,115,105.75,0.5,56.48,20.14,43.41,4.52,L,37,13,21,0.619,2,5,0.4,6,6,1.0,0,2,2,8,0,0,3,1,34,4,45.4
2019-01-07,Luka Doncic,7700,DAL,SG,LAL,,32.0,48.69,26,222.5,-300,115.0,115,38.58,14.22,34.95,4.54,L,35,10,23,0.435,2,6,0.333,5,7,0.7140000000000001,2,6,8,2,1,1,1,3,27,-7,44.6
2019-01-07,Rudy Gobert,8000,UTA,C,@ MIL,,32.0,47.83,1,222.0,200,108.25,-0.25,46.21,16.07,33.2,4.15,L,39,4,8,0.5,0,0,,6,10,0.6,3,12,15,3,2,1,2,3,14,-14,43.5
2019-01-07,Nikola Vucevic,9700,ORL,C,@ SAC,,34.0,57.63,23,221.5,163,108.5,-0.5,60.94,23.06,46.77,4.82,L,25,7,14,0.5,1,2,0.5,3,4,0.75,2,11,13,3,1,1,1,1,18,-11,43.1
2019-01-07,DeAndre Jordan,6800,DAL,C,LAL,,32.0,58.67,27,222.5,-300,115.0,115,44.16,21.23,35.5,5.22,L,33,2,3,0.667,0,0,,6,8,0.75,3,16,19,0,2,3,5,4,10,-5,42.8
2019-01-07,Mike Conley,8100,MEM,PG,@ NOP,,34.0,49.24,30,214.5,175,104.75,0.25,57.82,23.36,38.99,4.81,L,33,5,11,0.455,4,6,0.667,8,10,0.8,1,1,2,10,2,0,4,0,22,-16,41.4
2019-01-07,Lonzo Ball,6900,LAL,PG,@ DAL,,35.0,41.27,17,222.5,260,107.5,107.5,44.45,17.17,33.15,4.8,W,37,8,15,0.5329999999999999,4,8,0.5,1,4,0.25,3,4,7,5,2,0,2,2,21,8,40.9
2019-01-07,De'Aaron Fox,8100,SAC,PG,ORL,,34.0,48.7,12,221.5,-188,113.0,-1.5,46.76,19.36,37.89,4.68,W,23,9,14,0.643,0,4,0.0,2,3,0.667,1,2,3,2,5,0,1,3,20,7,40.6
2019-01-07,P.J. Tucker,4300,HOU,PF,DEN,,35.0,34.76,8,215.5,-111,108.25,-0.5,42.68,18.43,21.92,5.1,W,38,7,11,0.636,7,11,0.636,0,0,,0,0,0,1,4,2,1,2,21,27,39.5
2019-01-07,Emmanuel Mudiay,6100,NYK,PG,@ POR,,32.0,40.84,16,222.0,500,105.5,0.5,38.85,17.93,28.78,4.72,L,35,7,17,0.412,0,1,0.0,3,3,1.0,0,2,2,7,3,0,0,2,17,-7,38.9
2019-01-07,Monte Morris,3700,DEN,SG,@ HOU,,18.0,47.51,7,215.5,-105,107.25, ,19.74,10.67,13.26,3.58,L,24,9,13,0.6920000000000001,1,3,0.333,2,2,1.0,0,3,3,5,2,0,0,2,21,2,38.1
2019-01-07,Jrue Holiday,8700,NOP,SG,MEM,,36.0,46.21,3,214.5,-200,109.75,-0.25,54.59,18.93,40.53,4.66,W,33,5,10,0.5,2,3,0.667,1,2,0.5,1,3,4,6,4,0,1,0,13,13,37.8
2019-01-07,Kyrie Irving,9000,BOS,PG,BKN,,34.0,48.7,13,220.0,-500,115.25,0.75,58.0,22.63,42.37,4.71,W,28,8,16,0.5,1,3,0.333,0,0,,0,2,2,6,3,0,0,3,17,8,37.4
2019-01-07,Bogdan Bogdanovic,6600,SAC,SG,ORL,,34.0,45.64,14,221.5,-188,113.0,-1.5,44.47,18.79,30.9,4.68,W,32,6,15,0.4,3,8,0.375,0,0,,0,8,8,7,1,0,2,1,15,11,36.1
2019-01-07,Al Horford,6200,BOS,C,BKN,,30.0,58.15,24,220.0,-500,115.25,0.75,45.84,17.97,34.03,5.49,W,24,6,7,0.857,0,1,0.0,0,0,,1,8,9,5,1,1,1,0,12,9,35.3
2019-01-07,Enes Kanter,6000,NYK,C,@ POR,,21.0,52.6,14,222.0,500,105.5,0.5,31.6,16.58,22.59,3.77,L,29,8,12,0.667,0,0,,2,5,0.4,6,8,14,2,0,0,3,4,18,7,34.8
2019-01-07,Noah Vonleh,6100,NYK,PF,@ POR,,30.0,51.13,25,222.0,500,105.5,0.5,37.44,17.72,27.09,4.44,L,29,5,13,0.385,3,5,0.6,3,4,0.75,4,10,14,2,0,0,1,2,16,-11,34.8
2019-01-07,Damian Lillard,9200,POR,PG,NYK,,34.0,50.43,18,222.0,-667,116.5, ,57.78,21.92,45.28,4.92,W,32,5,14,0.35700000000000004,2,6,0.333,5,5,1.0,1,3,4,9,1,0,4,1,17,10,34.3
2019-01-07,LaMarcus Aldridge,8600,SAS,PF,@ DET,,36.0,52.98,10,214.0,-133,108.25,-0.5,61.92,27.28,42.82,4.98,W,28,9,12,0.75,0,0,,7,8,0.875,2,4,6,2,0,1,4,5,25,9,34.2
2019-01-07,Brook Lopez,5500,MIL,C,UTA,,28.0,53.65,12,222.0,-225,113.75,0.25,37.24,16.39,24.68,4.49,W,31,5,6,0.833,3,4,0.75,2,2,1.0,1,7,8,1,0,3,1,0,15,12,34.1
2019-01-07,Kenneth Faried,3500,BKN,PF,@ BOS,,12.0,49.85,3,220.0,400,104.75,-0.25,24.85,12.05,13.42,3.83,L,29,5,10,0.5,1,4,0.25,2,2,1.0,5,7,12,1,1,1,1,1,13,-14,33.9
2019-01-07,Malcolm Brogdon,5900,MIL,SG,UTA,,29.0,47.44,6,222.0,-225,113.75,0.25,38.65,17.82,25.1,4.25,W,31,8,14,0.5710000000000001,1,1,1.0,4,4,1.0,2,3,5,5,0,0,1,1,21,7,33.5
2019-01-07,Derrick Favors,6000,UTA,PF,@ MIL,,25.0,57.14,22,222.0,200,108.25,-0.25,33.66,15.61,25.5,4.25,L,27,6,13,0.462,0,3,0.0,0,2,0.0,2,5,7,1,1,3,1,2,12,-7,32.9
2019-01-07,Jayson Tatum,6000,BOS,PF,BKN,,31.0,47.31,11,220.0,-500,115.25,0.75,37.91,15.67,29.97,5.0,W,27,5,12,0.417,2,6,0.333,4,4,1.0,0,4,4,4,2,0,0,1,16,17,32.8
2019-01-07,Khris Middleton,7300,MIL,SG,UTA,,33.0,39.01,1,222.0,-225,113.75,0.25,56.39,24.94,34.79,4.77,W,33,5,15,0.333,2,5,0.4,2,3,0.667,0,7,7,5,1,0,1,2,14,13,31.9
2019-01-07,Marcus Smart,4900,BOS,SG,BKN,,28.0,48.7,13,220.0,-500,115.25,0.75,34.19,13.37,23.84,4.87,W,27,4,10,0.4,4,8,0.5,0,0,,0,4,4,7,2,0,2,1,12,8,31.3
