Date,Name,Salaries,Team,Position,Opponent,Unnamed: 6,Projected Minutes,DvP,DvPRank,O/U,Line,Total,Movement,Ceiling,Floor,Projection,Pts/$/K,WL,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,PLUS_MINUS,FD_PTS
2019-01-19,James Harden,14300,HOU,SG,LAL,,39.0,50.59,19,228.0,-275,117.5,0.75,97.57,49.76,69.69,4.87,W,42,14,30,0.467,8,19,0.421,12,15,0.8,3,5,8,6,4,1,6,3,48,11,75.6
2019-01-19,Blake Griffin,9700,DET,PF,SAC,,36.0,56.87,23,222.5,110,110.5,0.5,81.81,26.39,45.35,4.68,L,38,12,23,0.522,1,4,0.25,13,15,0.867,3,3,6,3,3,0,5,4,38,-14,53.7
2019-01-19,Paul George,10200,OKC,SF,@ PHI,,36.0,48.15,17,235.0,120,116.25,-0.5,72.56,22.16,45.98,4.51,W,40,8,20,0.4,4,9,0.444,11,11,1.0,0,6,6,5,3,0,1,2,31,17,53.7
2019-01-19,Buddy Hield,6400,SAC,SG,@ DET,,29.0,36.61,19,222.5,-125,112.0,1,48.27,10.44,26.64,4.16,W,38,13,22,0.591,7,9,0.778,2,2,1.0,3,6,9,3,0,1,1,3,35,10,52.3
2019-01-19,Nikola Jokic,10700,DEN,C,CLE,,32.0,52.07,6,219.0,-2000,118.0,-0.25,70.71,29.81,50.36,4.71,W,28,8,12,0.667,3,6,0.5,0,1,0.0,3,8,11,12,1,0,1,3,19,21,52.2
2019-01-19,Devin Booker,7900,PHO,SG,@ CHA,,36.0,49.73,15,224.0,260,108.5,0.25,72.03,16.9,40.04,5.07,L,38,10,23,0.435,2,7,0.28600000000000003,10,12,0.833,1,1,2,11,0,0,0,0,32,0,50.9
2019-01-19,Joel Embiid,11000,PHI,C,OKC,,34.0,52.45,9,235.0,-138,118.75,0.5,85.07,36.28,53.27,4.84,L,34,11,19,0.579,1,5,0.2,8,12,0.667,2,6,8,6,0,1,3,3,31,17,49.6
2019-01-19,Kyle Kuzma,7600,LAL,PF,@ HOU,,36.0,45.48,5,228.0,240,110.5,0.75,57.34,20.13,38.64,5.08,L,44,12,19,0.632,4,9,0.444,4,5,0.8,2,6,8,3,2,0,3,5,32,-8,49.1
2019-01-19,Giannis Antetokounmpo,11500,MIL,SF,@ ORL,,33.0,47.46,12,222.0,-500,116.25,2,67.63,28.02,48.31,4.2,W,32,10,17,0.588,1,3,0.333,4,6,0.667,2,11,13,5,2,0,5,3,25,20,49.1
2019-01-19,Ben Simmons,10400,PHI,PG,OKC,,34.0,37.08,3,235.0,-138,118.75,0.5,62.94,25.96,43.41,4.17,L,36,8,12,0.667,0,0,,4,8,0.5,5,9,14,9,0,1,6,3,20,-9,47.3
2019-01-19,Nikola Vucevic,9300,ORL,C,MIL,,33.0,56.39,21,222.0,400,105.75, ,67.9,16.35,42.81,4.6,L,30,11,24,0.458,2,5,0.4,3,3,1.0,1,5,6,4,0,2,0,0,27,-1,46.2
2019-01-19,Bismack Biyombo,4300,CHA,C,PHO,,21.0,61.04,28,224.0,-300,115.5,0.25,35.02,6.14,20.48,4.76,W,27,5,7,0.7140000000000001,0,0,,1,1,1.0,5,8,13,3,0,5,1,2,11,28,45.1
2019-01-19,Danny Green,4800,TOR,SG,MEM,,31.0,34.8,8,213.0,-550,111.75,0.5,38.76,8.53,24.36,5.08,W,23,8,12,0.667,8,12,0.667,0,0,,0,6,6,3,2,1,0,1,24,22,44.7
2019-01-19,Kyrie Irving,9500,BOS,PG,@ ATL,,34.0,56.21,29,226.0,-275,116.5,-0.75,61.14,19.83,43.67,4.6,W,37,11,19,0.579,5,8,0.625,5,5,1.0,1,2,3,5,1,0,4,1,32,5,42.1
2019-01-19,Eric Bledsoe,7700,MIL,PG,@ ORL,,28.0,50.77,20,222.0,-500,116.25,2,59.1,12.54,29.64,3.85,W,31,12,14,0.857,2,3,0.667,4,5,0.8,0,7,7,2,0,0,0,1,30,24,41.4
2019-01-19,Russell Westbrook,12600,OKC,PG,@ PHI,,36.0,49.49,13,235.0,120,116.25,-0.5,75.38,27.35,53.84,4.27,W,37,8,21,0.381,1,6,0.16699999999999998,4,7,0.5710000000000001,3,7,10,6,1,0,4,6,21,9,41.0
2019-01-19,Kevin Huerter,5500,ATL,SG,BOS,,34.0,34.63,11,226.0,240,109.5,0.25,37.83,21.4,27.02,4.91,L,35,7,18,0.389,4,10,0.4,0,0,,2,2,4,7,3,0,2,2,18,11,40.3
2019-01-19,Eric Gordon,5900,HOU,SG,LAL,,25.0,48.88,27,228.0,-275,117.5,0.75,40.68,8.93,24.39,4.13,W,32,7,16,0.438,5,10,0.5,11,12,0.917,1,4,5,4,0,0,2,2,30,9,40.0
2019-01-19,De'Aaron Fox,8400,SAC,PG,@ DET,,33.0,51.61,21,222.5,-125,112.0,1,53.08,16.36,33.32,3.97,W,35,4,13,0.308,1,4,0.25,5,7,0.7140000000000001,1,5,6,10,1,0,0,0,14,8,39.2
2019-01-19,Kemba Walker,9000,CHA,PG,PHO,,34.0,51.95,24,224.0,-300,115.5,0.25,81.48,21.0,43.76,4.86,W,33,9,22,0.409,3,10,0.3,0,0,,1,7,8,3,2,1,5,1,21,30,39.1
2019-01-19,Jayson Tatum,6600,BOS,PF,@ ATL,,32.0,53.12,29,226.0,-275,116.5,-0.75,49.04,13.07,33.59,5.09,W,35,7,13,0.5379999999999999,0,0,,5,5,1.0,1,4,5,2,1,3,1,1,19,2,39.0
2019-01-19,P.J. Tucker,5500,HOU,PF,LAL,,35.0,38.38,22,228.0,-275,117.5,0.75,40.69,8.37,27.16,4.94,W,42,4,12,0.333,1,7,0.14300000000000002,0,0,,4,5,9,2,5,1,2,5,9,12,38.8
2019-01-19,Victor Oladipo,7800,IND,SG,DAL,,34.0,54.7,28,215.0,-300,111.25,-0.5,62.08,9.61,39.72,5.09,W,32,4,15,0.267,1,4,0.25,3,4,0.75,4,4,8,6,3,0,1,3,12,10,38.6
2019-01-19,Jimmy Butler,8400,PHI,SG,OKC,,34.0,44.98,13,235.0,-138,118.75,0.5,66.96,22.79,42.84,5.1,L,38,5,18,0.278,1,6,0.16699999999999998,7,8,0.875,1,2,3,4,2,2,1,2,18,-8,38.6
2019-01-19,Steven Adams,7800,OKC,C,@ PHI,,34.0,53.17,15,235.0,120,116.25,-0.5,60.3,16.03,35.22,4.52,W,36,8,13,0.615,0,0,,0,0,,7,2,9,3,1,2,2,2,16,-16,38.3
2019-01-19,Lauri Markkanen,6900,CHI,PF,MIA,,33.0,48.74,22,209.0,150,102.75,1,54.81,14.91,29.82,4.32,L,34,7,19,0.368,4,10,0.4,2,3,0.667,3,6,9,0,2,1,2,1,20,-13,37.8
2019-01-19,Terry Rozier,4400,BOS,PG,@ ATL,,23.0,51.34,30,226.0,-275,116.5,-0.75,38.54,7.57,22.0,5.0,W,29,4,12,0.333,1,5,0.2,0,0,,1,10,11,4,3,1,3,1,9,9,37.2
2019-01-19,Kelly Oubre,5800,PHO,SF,@ CHA,,26.0,37.5,17,224.0,260,108.5,0.25,44.62,6.98,24.75,4.27,L,30,9,15,0.6,4,8,0.5,2,3,0.667,1,2,3,1,1,2,2,3,24,1,36.1
2019-01-19,JaVale McGee,5200,LAL,C,@ HOU,,12.0,54.99,21,228.0,240,110.5,0.75,28.89,3.61,14.45,2.78,L,16,6,8,0.75,0,0,,0,2,0.0,3,11,14,1,1,1,1,1,12,1,35.3
2019-01-19,Kyle Lowry,8000,TOR,PG,MEM,,35.0,47.81,9,213.0,-550,111.75,0.5,67.96,19.11,39.17,4.9,W,29,3,8,0.375,1,4,0.25,5,5,1.0,1,3,4,7,2,1,1,1,12,38,35.3
2019-01-19,Zach LaVine,6700,CHI,SG,MIA,,33.0,47.71,8,209.0,150,102.75,1,52.16,16.61,33.96,5.07,L,35,7,19,0.368,2,7,0.28600000000000003,6,7,0.857,0,3,3,6,1,0,3,4,22,-6,34.6
2019-01-19,Jerami Grant,6300,OKC,PF,@ PHI,,34.0,48.15,17,235.0,120,116.25,-0.5,52.99,3.5,26.51,4.21,W,34,2,6,0.333,0,3,0.0,6,6,1.0,0,9,9,1,2,2,0,5,10,25,34.3
2019-01-19,Jamal Murray,7600,DEN,PG,CLE,,34.0,56.28,30,219.0,-2000,118.0,-0.25,52.44,12.46,34.8,4.58,W,25,8,14,0.5710000000000001,4,7,0.5710000000000001,6,6,1.0,0,2,2,5,0,0,2,2,26,18,33.9
2019-01-19,DeAndre Jordan,7000,DAL,C,@ IND,,30.0,50.88,5,215.0,260,103.75,-1.5,45.43,19.89,32.45,4.64,L,31,7,9,0.778,0,0,,1,2,0.5,4,12,16,0,0,0,1,1,15,-9,33.2
2019-01-19,Lonzo Ball,7700,LAL,PG,@ HOU,,35.0,39.27,9,228.0,240,110.5,0.75,44.5,15.28,30.56,3.97,L,22,4,7,0.5710000000000001,0,3,0.0,0,0,,0,3,3,11,1,1,1,1,8,15,33.1
2019-01-19,Jeremy Lamb,5900,CHA,SG,PHO,,28.0,48.76,25,224.0,-300,115.5,0.25,46.17,11.99,27.0,4.58,W,24,6,9,0.667,5,7,0.7140000000000001,1,1,1.0,0,5,5,6,0,0,0,1,18,23,33.0
2019-01-19,Josh Richardson,6300,MIA,SF,@ CHI,,35.0,42.98,5,209.0,-175,106.25,1.5,46.2,11.69,28.93,4.59,W,30,10,15,0.667,4,8,0.5,2,2,1.0,0,3,3,2,0,0,0,2,26,12,32.6
2019-01-19,Pascal Siakam,6600,TOR,PF,MEM,,32.0,49.99,4,213.0,-550,111.75,0.5,54.03,15.98,35.43,5.37,W,29,7,12,0.583,0,1,0.0,3,4,0.75,2,6,8,2,1,0,0,2,17,40,32.6
