"Id","Position","First Name","Nickname","Last Name","FPPG","Played","Salary","Game","Team","Opponent","Injury Indicator","Injury Details","Tier","",""
"31067-84679","PF","Marvin","Marvin Bagley III","Bagley III","24.9039990234375","25","6300","GS@SAC","SAC","GS","","","","",""
"31067-55060","SG","Bogdan","Bogdan Bogdanovic","Bogdanovic","26.75","16","6300","GS@SAC","SAC","GS","","","","",""
"31067-59358","PF","Domantas","Domantas Sabonis","Sabonis","31.115384615384617","26","6300","IND@PHI","IND","PHI","","","","",""
"31067-9666","PF","Thaddeus","Thaddeus Young","Young","24.75","28","6200","IND@PHI","IND","PHI","","","","",""
"31067-12366","SF","Gordon","Gordon Hayward","Hayward","25.604348887567934","23","6100","ATL@BOS","BOS","ATL","","","","",""
"31067-23665","SG","Buddy","Buddy Hield","Hield","29.35925971137153","27","6100","GS@SAC","SAC","GS","","","","",""
"31067-40201","SG","Dennis","Dennis Schroder","Schroder","30.70769324669471","26","6100","OKC@DEN","OKC","DEN","","","","",""
"31067-9660","C","Dwight","Dwight Howard","Howard","26.400000678168404","9","6100","WAS@BKN","WAS","BKN","O","Lower body","","",""
"31067-24544","SF","Gary","Gary Harris","Harris","28.409522646949405","21","6100","OKC@DEN","DEN","OKC","O","Hip","","",""
"31067-80817","PF","Bam","Bam Adebayo","Adebayo","23.06296341507523","27","6000","MIA@MEM","MIA","MEM","","","","",""
"31067-80821","C","Jarrett","Jarrett Allen","Allen","29.05185275607639","27","5900","WAS@BKN","BKN","WAS","","","","",""
"31067-42148","PF","Rondae","Rondae Hollis-Jefferson","Hollis-Jefferson","21.8","25","5700","WAS@BKN","BKN","WAS","","","","",""
"31067-70822","SF","Juancho","Juancho Hernangomez","Hernangomez","20.388460599459133","26","5700","OKC@DEN","DEN","OKC","","","","",""
"31067-14511","PF","Markieff","Markieff Morris","Morris","23.703703703703702","27","5600","WAS@BKN","WAS","BKN","","","","",""
"31067-84674","PF","Kevin","Kevin Knox","Knox","17.33636335893111","22","5600","NY@CHA","NY","CHA","","","","",""
"31067-58084","SF","Justise","Justise Winslow","Winslow","24.57391357421875","23","5600","MIA@MEM","MIA","MEM","GTD","Calf","","",""
"31067-15590","C","Mason","Mason Plumlee","Plumlee","21.42222312644676","27","5600","OKC@DEN","DEN","OKC","","","","",""
"31067-9655","SG","JJ","JJ Redick","Redick","25.110345248518318","29","5600","IND@PHI","PHI","IND","","","","",""
"31067-9673","PG","Goran","Goran Dragic","Dragic","26.75714329310826","14","5600","MIA@MEM","MIA","MEM","O","Knee","","",""
"31067-22541","PF","Kelly","Kelly Olynyk","Olynyk","20.00769277719351","26","5500","MIA@MEM","MIA","MEM","","","","",""
"31067-23572","SF","Taurean","Taurean Prince","Prince","25.076189313616073","21","5500","ATL@BOS","ATL","BOS","O","Ankle","","",""
"31067-15405","PF","JaMychal","JaMychal Green","Green","24.55333251953125","15","5500","MIA@MEM","MEM","MIA","","","","",""
"31067-63124","PG","Emmanuel","Emmanuel Mudiay","Mudiay","22.1454551003196","22","5500","NY@CHA","NY","CHA","","","","",""
"31067-58153","SF","Kelly","Kelly Oubre Jr.","Oubre Jr.","23.271427699497767","28","5500","WAS@BKN","WAS","BKN","","","","",""
"31067-9624","PG","Darren","Darren Collison","Collison","24.550000871930802","28","5500","IND@PHI","IND","PHI","","","","",""
"31067-67026","SG","Jaylen","Jaylen Brown","Brown","21.800000277432527","22","5500","ATL@BOS","BOS","ATL","","","","",""
"31067-23716","SF","Kyle","Kyle Anderson","Anderson","23.833333333333332","27","5400","MIA@MEM","MEM","MIA","","","","",""
"31067-84667","PG","Collin","Collin Sexton","Sexton","22.603572300502233","28","5400","MIL@CLE","CLE","MIL","","","","",""
"31067-15691","C","Cody","Cody Zeller","Zeller","22.48076923076923","26","5400","NY@CHA","CHA","NY","","","","",""
"31067-9621","C","Brook","Brook Lopez","Lopez","24.44814724392361","27","5400","MIL@CLE","MIL","CLE","","","","",""
"31067-16359","SG","Malcolm","Malcolm Brogdon","Brogdon","26.17777732566551","27","5400","MIL@CLE","MIL","CLE","","","","",""
"31067-23670","SG","Marcus","Marcus Smart","Smart","21.09629539207176","27","5300","ATL@BOS","BOS","ATL","","","","",""
"31067-40396","SG","Monte","Monte Morris","Morris","21.05185275607639","27","5300","OKC@DEN","DEN","OKC","","","","",""
"31067-58461","PF","Trey","Trey Lyles","Lyles","19.25555645978009","27","5200","OKC@DEN","DEN","OKC","","","","",""
"31067-42661","PF","Noah","Noah Vonleh","Vonleh","24.403448696794182","29","5200","NY@CHA","NY","CHA","","","","",""
"31067-23831","PF","Jerami","Jerami Grant","Grant","23.71923123873197","26","5200","OKC@DEN","OKC","DEN","","","","",""
"31067-12342","PF","Al-Farouq","Al-Farouq Aminu","Aminu","23.635713849748885","28","5100","TOR@POR","POR","TOR","","","","",""
"31067-14503","C","Jonas","Jonas Valanciunas","Valanciunas","25.190000406901042","30","5100","TOR@POR","TOR","POR","O","Thumb","","",""
"31067-14510","SG","Alec","Alec Burks","Burks","16.6","25","5100","MIL@CLE","CLE","MIL","","","","",""
"31067-14559","PG","Isaiah","Isaiah Thomas","Thomas","23.590625762939453","32","5100","OKC@DEN","DEN","OKC","O","Hip","","",""
"31067-16301","C","Dewayne","Dewayne Dedmon","Dedmon","22.87142799014137","21","5100","ATL@BOS","ATL","BOS","","","","",""
"31067-20640","SG","Jordan","Jordan Clarkson","Clarkson","24.17142813546317","28","5000","MIL@CLE","CLE","MIL","","","","",""
"31067-49336","SF","DeAndre'","DeAndre' Bembry","Bembry","21.98518428096065","27","5000","ATL@BOS","ATL","BOS","","","","",""
"31067-12368","SF","Nemanja","Nemanja Bjelica","Bjelica","24.459260163483798","27","4900","GS@SAC","SAC","GS","","","","",""
"31067-15501","SG","Allen","Allen Crabbe","Crabbe","16.764285496303014","28","4900","WAS@BKN","BKN","WAS","GTD","Knee","","",""
"31067-63126","SF","Cedi","Cedi Osman","Osman","22.188462477463943","26","4900","MIL@CLE","CLE","MIL","","","","",""
"31067-70826","SG","Furkan","Furkan Korkmaz","Korkmaz","12.10952395484561","21","4900","IND@PHI","PHI","IND","","","","",""
"31067-9451","PF","Marvin","Marvin Williams","Williams","20.77307598407452","26","4900","NY@CHA","CHA","NY","","","","",""
"31067-16220","SG","Dion","Dion Waiters","Waiters","23.89666748046875","30","4900","MIA@MEM","MIA","MEM","O","Ankle","","",""
"31067-15904","SF","Rodney","Rodney Hood","Hood","20.414815266927082","27","4800","MIL@CLE","CLE","MIL","","","","",""
"31067-9809","SF","Nicolas","Nicolas Batum","Batum","22.833333333333332","27","4800","NY@CHA","CHA","NY","","","","",""
"31067-14530","SF","Bojan","Bojan Bogdanovic","Bogdanovic","23.824999128069198","28","4800","IND@PHI","IND","PHI","","","","",""
"31067-9648","SF","Jeff","Jeff Green","Green","20.31923029972957","26","4800","WAS@BKN","WAS","BKN","","","","",""
"31067-12359","SF","Evan","Evan Turner","Turner","21.618518970630788","27","4700","TOR@POR","POR","TOR","","","","",""
"31067-24247","PG","Fred","Fred VanVleet","VanVleet","20.56538508488582","26","4700","TOR@POR","TOR","POR","","","","",""
"31067-9585","SG","Dwyane","Dwyane Wade","Wade","25.525","20","4700","MIA@MEM","MIA","MEM","GTD","Illness","","",""
"31067-84704","SG","Kevin","Kevin Huerter","Huerter","15.792307927058292","26","4600","ATL@BOS","ATL","BOS","","","","",""
"31067-9956","SG","Wayne","Wayne Ellington","Ellington","18.45294189453125","17","4600","MIA@MEM","MIA","MEM","","","","",""
"31067-15744","SG","Rodney","Rodney McGruder","McGruder","22.77777777777778","27","4600","MIA@MEM","MIA","MEM","","","","",""
"31067-66968","SF","Derrick","Derrick Jones Jr.","Jones Jr.","14.247058644014245","17","4600","MIA@MEM","MIA","MEM","","","","",""
"31067-9758","SG","Danny","Danny Green","Green","20.576666259765624","30","4500","TOR@POR","TOR","POR","","","","",""
"31067-12443","PG","Jeremy","Jeremy Lin","Lin","19.33912990404212","23","4500","ATL@BOS","ATL","BOS","","","","",""
"31067-58576","C","Kevon","Kevon Looney","Looney","18.05517157192888","29","4500","GS@SAC","GS","SAC","","","","",""
"31067-9702","PG","Tony","Tony Parker","Parker","19.770833333333332","24","4500","NY@CHA","CHA","NY","","","","",""
"31067-16363","SF","Joe","Joe Harris","Harris","21.24230722280649","26","4500","WAS@BKN","BKN","WAS","","","","",""
"31067-66064","SG","Malik","Malik Beasley","Beasley","13.392592818648726","27","4400","OKC@DEN","DEN","OKC","","","","",""
"31067-14529","PG","Cory","Cory Joseph","Joseph","20.917857578822545","28","4400","IND@PHI","IND","PHI","","","","",""
"31067-18393","PG","T.J.","T.J. McConnell","McConnell","14.400000530740488","23","4400","IND@PHI","PHI","IND","","","","",""
"31067-9692","SF","Tyreke","Tyreke Evans","Evans","20.82222267433449","27","4400","IND@PHI","IND","PHI","","","","",""
"31067-23097","PG","Tomas","Tomas Satoransky","Satoransky","14.182143075125557","28","4300","WAS@BKN","WAS","BKN","","","","",""
"31067-81529","PF","Daniel","Daniel Theis","Theis","13.27058859432445","17","4300","ATL@BOS","BOS","ATL","","","","",""
"31067-42677","PG","Terry","Terry Rozier","Rozier","19.88518608940972","27","4200","ATL@BOS","BOS","ATL","","","","",""
"31067-9636","SF","Wilson","Wilson Chandler","Chandler","15.741176829618567","17","4200","IND@PHI","PHI","IND","","","","",""
"31067-18600","PG","Tyler","Tyler Johnson","Johnson","20.139999389648438","20","4100","MIA@MEM","MIA","MEM","GTD","Hip","","",""
"31067-15560","PG","Shabazz","Shabazz Napier","Napier","14.404545177112926","22","4100","WAS@BKN","BKN","WAS","","","","",""
"31067-84682","PF","Michael","Michael Porter Jr.","Porter Jr.","0","0","4100","OKC@DEN","DEN","OKC","O","Back","","",""
"31067-9966","PF","James","James Johnson","Johnson","15.925000508626303","12","4100","MIA@MEM","MIA","MEM","","","","",""
"31067-16178","SF","Maurice","Maurice Harkless","Harkless","14.059999593098958","15","4100","TOR@POR","POR","TOR","","","","",""
"31067-17894","C","Mike","Mike Muscala","Muscala","18.318181818181817","22","4100","IND@PHI","PHI","IND","GTD","Illness","","",""
"31067-23676","SG","Damyean","Damyean Dotson","Dotson","20.08695652173913","23","4000","NY@CHA","NY","CHA","O","Shoulder","","",""
"31067-14515","SG","Iman","Iman Shumpert","Shumpert","19.617391835088316","23","4000","GS@SAC","SAC","GS","","","","",""
"31067-84678","SF","Miles","Miles Bridges","Bridges","17.399999765249397","26","4000","NY@CHA","CHA","NY","","","","",""
"31067-9664","SG","Andre","Andre Iguodala","Iguodala","16.52800048828125","25","4000","GS@SAC","GS","SAC","GTD","Hip","","",""
"31067-15843","PG","Trey","Trey Burke","Burke","20.13333275204613","21","4000","NY@CHA","NY","CHA","O","Knee","","",""
"31067-37931","C","Aron","Aron Baynes","Baynes","13.936363913796164","22","3900","ATL@BOS","BOS","ATL","","","","",""
"31067-41082","C","Damian","Damian Jones","Jones","14.875","24","3900","GS@SAC","GS","SAC","O","Pectoral","","",""
"31067-67312","C","Thomas","Thomas Bryant","Bryant","13.438888549804688","18","3900","WAS@BKN","WAS","BKN","","","","",""
"31067-15758","SF","Michael","Michael Kidd-Gilchrist","Kidd-Gilchrist","20.889999389648438","20","3900","NY@CHA","CHA","NY","GTD","Personal","","",""
"31067-80813","PG","Frank","Frank Ntilikina","Ntilikina","14.86923100398137","26","3900","NY@CHA","NY","CHA","","","","",""
"31067-9787","SF","DeMarre","DeMarre Carroll","Carroll","16.072221544053818","18","3800","WAS@BKN","BKN","WAS","","","","",""
"31067-20064","PG","Matthew","Matthew Dellavedova","Dellavedova","8.085714067731585","14","3800","MIL@CLE","CLE","MIL","","","","",""
"31067-17542","PF","Alan","Alan Williams","Williams","13.88000030517578","5","3800","WAS@BKN","BKN","WAS","","","","",""
"31067-23772","PG","Yogi","Yogi Ferrell","Ferrell","9.58235258214614","17","3800","GS@SAC","SAC","GS","","","","",""
"31067-9962","PF","Jonas","Jonas Jerebko","Jerebko","17.879310344827587","29","3800","GS@SAC","GS","SAC","","","","",""
"31067-20277","SG","Torrey","Torrey Craig","Craig","11.099999861283736","22","3800","OKC@DEN","DEN","OKC","","","","",""
"31067-40769","C","Jordan","Jordan Bell","Bell","11.707142421177455","28","3800","GS@SAC","GS","SAC","","","","",""
"31067-11074","SG","Garrett","Garrett Temple","Temple","18.90740740740741","27","3800","MIA@MEM","MEM","MIA","","","","",""
"31067-12365","PF","Ed","Ed Davis","Davis","18.19310260641164","29","3700","WAS@BKN","BKN","WAS","","","","",""
"31067-14524","SG","MarShon","MarShon Brooks","Brooks","11.4375","24","3700","MIA@MEM","MEM","MIA","","","","",""
"31067-58574","PF","Jonah","Jonah Bolden","Bolden","4.685714176722935","7","3700","IND@PHI","PHI","IND","","","","",""
"31067-15592","SG","Austin","Austin Rivers","Rivers","14.575000217982701","28","3700","WAS@BKN","WAS","BKN","","","","",""
"31067-23282","SF","Sam","Sam Dekker","Dekker","13.527273004705256","11","3700","WAS@BKN","WAS","BKN","","","","",""
"31067-23810","SF","Jaron","Jaron Blossomgame","Blossomgame","11.2","5","3700","MIL@CLE","CLE","MIL","","","","",""
"31067-23825","C","Nerlens","Nerlens Noel","Noel","19.135999755859373","25","3700","OKC@DEN","OKC","DEN","","","","",""
"31067-60233","SG","Dillon","Dillon Brooks","Brooks","13.145455100319602","11","3700","MIA@MEM","MEM","MIA","O","Knee","","",""
"31067-9598","PF","Ersan","Ersan Ilyasova","Ilyasova","17.32173886506454","23","3700","MIL@CLE","MIL","CLE","","","","",""
"31067-49115","SG","Wayne","Wayne Selden","Selden","11.01818154074929","22","3700","MIA@MEM","MEM","MIA","","","","",""
"31067-16448","PF","Frank","Frank Kaminsky","Kaminsky","11.78125","16","3600","NY@CHA","CHA","NY","","","","",""
"31067-15993","SG","Pat","Pat Connaughton","Connaughton","16.55454600941051","22","3600","MIL@CLE","MIL","CLE","","","","",""
"31067-42662","SF","Troy","Troy Williams","Williams","12.913333129882812","15","3600","GS@SAC","SAC","GS","","","","",""
"31067-42158","SG","Jabari","Jabari Bird","Bird","5.984615619365986","13","3600","ATL@BOS","BOS","ATL","O","Not injury related","","",""
"31067-14533","PG","Shelvin","Shelvin Mack","Mack","18.248148600260418","27","3600","MIA@MEM","MEM","MIA","","","","",""
"31067-84700","PF","Rodions","Rodions Kurucs","Kurucs","11.625","12","3600","WAS@BKN","BKN","WAS","","","","",""
"31067-84709","C","Mitchell","Mitchell Robinson","Robinson","17.633333559389467","27","3600","NY@CHA","NY","CHA","","","","",""
"31067-84708","C","Robert","Robert Williams III","Williams III","8.827272588556463","11","3600","ATL@BOS","BOS","ATL","","","","",""
"31067-42733","SG","David","David Nwaba","Nwaba","13.353333536783854","15","3600","MIL@CLE","CLE","MIL","","","","",""
"31067-84719","SG","Aaron","Aaron Holiday","Holiday","12.747058644014245","17","3600","IND@PHI","IND","PHI","","","","",""
"31067-40262","SG","Sterling","Sterling Brown","Brown","9.147368581671463","19","3600","MIL@CLE","MIL","CLE","","","","",""
"31067-84827","SG","Allonzo","Allonzo Trier","Trier","18.214814362702548","27","3600","NY@CHA","NY","CHA","O","Hamstring","","",""
"31067-9615","SG","Courtney","Courtney Lee","Lee","9.949999809265137","4","3600","NY@CHA","NY","CHA","","","","",""
"31067-80819","PF","Harry","Harry Giles III","Giles III","11.45999984741211","20","3600","GS@SAC","SAC","GS","","","","",""
"31067-9654","SF","Vince","Vince Carter","Carter","13.699999491373697","24","3600","ATL@BOS","ATL","BOS","","","","",""
"31067-9731","C","Kosta","Kosta Koufos","Koufos","14.153846153846153","13","3500","GS@SAC","SAC","GS","","","","",""
"31067-18435","SF","Alfonzo","Alfonzo McKinnie","McKinnie","12.71500015258789","20","3500","GS@SAC","GS","SAC","","","","",""
"31067-9737","SG","Nick","Nick Young","Young","11.0375","80","3500","OKC@DEN","DEN","OKC","","","","",""
"31067-66061","SF","Dwayne","Dwayne Bacon","Bacon","9.046666463216146","15","3500","NY@CHA","CHA","NY","","","","",""
"31067-85521","SF","Theo","Theo Pinson","Pinson","3.066666603088379","3","3500","WAS@BKN","BKN","WAS","","","","",""
"31067-85523","PG","Jordan","Jordan Loyd","Loyd","6.166666666666667","3","3500","TOR@POR","TOR","POR","","","","",""
"31067-85522","SG","DeVaughn","DeVaughn Akoon-Purcell","Akoon-Purcell","4.299999872843425","6","3500","OKC@DEN","DEN","OKC","","","","",""
"31067-12337","C","Greg","Greg Monroe","Monroe","8.823076688326323","13","3500","TOR@POR","TOR","POR","","","","",""
"31067-12340","PF","Patrick","Patrick Patterson","Patterson","9.803845919095552","26","3500","OKC@DEN","OKC","DEN","","","","",""
"31067-66109","PF","Skal","Skal Labissiere","Labissiere","5.114285605294364","7","3500","GS@SAC","SAC","GS","","","","",""
"31067-12362","C","DeMarcus","DeMarcus Cousins","Cousins","53.335418701171875","48","3500","GS@SAC","GS","SAC","O","Achilles","","",""
"31067-15952","PF","John","John Henson","Henson","16.22857121058873","14","3500","MIL@CLE","CLE","MIL","O","Wrist","","",""
"31067-85587","C","Tyler","Tyler Davis","Davis","1.2000000476837158","1","3500","OKC@DEN","OKC","DEN","","","","",""
"31067-85586","PF","Marcus","Marcus Derrickson","Derrickson","1.350000023841858","4","3500","GS@SAC","GS","SAC","","","","",""
"31067-58457","SF","Devin","Devin Robinson","Robinson","13.850000381469727","2","3500","WAS@BKN","WAS","BKN","","","","",""
"31067-15964","PG","Lorenzo","Lorenzo Brown","Brown","6.155555725097656","18","3500","TOR@POR","TOR","POR","","","","",""
"31067-68203","PF","Chris","Chris Boucher","Boucher","10.133333206176758","3","3500","TOR@POR","TOR","POR","","","","",""
"31067-17517","SG","Tony","Tony Snell","Snell","10.592592592592593","27","3500","MIL@CLE","MIL","CLE","","","","",""
"31067-85106","SG","Deonte","Deonte Burton","Burton","6.179999796549479","15","3500","OKC@DEN","OKC","DEN","","","","",""
"31067-58490","PG","Wade","Wade Baldwin IV","Baldwin IV","3.288888931274414","9","3500","TOR@POR","POR","TOR","","","","",""
"31067-41083","PF","Luke","Luke Kornet","Kornet","1.6142857415335519","7","3500","NY@CHA","NY","CHA","","","","",""
"31067-9862","PF","Amir","Amir Johnson","Johnson","9.66296273690683","27","3500","IND@PHI","PHI","IND","","","","",""
"31067-66185","PF","Caleb","Caleb Swanigan","Swanigan","6.991666793823242","12","3500","TOR@POR","POR","TOR","","","","",""
"31067-85137","SG","Duncan","Duncan Robinson","Robinson","3.75","4","3500","MIA@MEM","MIA","MEM","","","","",""
"31067-9874","PF","Kevin","Kevin Love","Love","39.45000076293945","4","3500","MIL@CLE","CLE","MIL","O","Toe","","",""
"31067-63123","SF","Mario","Mario Hezonja","Hezonja","14.233332881221065","27","3500","NY@CHA","NY","CHA","","","","",""
"31067-66196","SG","PJ","PJ Dozier","Dozier","5.900000095367432","2","3500","ATL@BOS","BOS","ATL","","","","",""
"31067-63127","C","Willy","Willy Hernangomez","Hernangomez","15.305000305175781","20","3500","NY@CHA","CHA","NY","","","","",""
"31067-66203","SG","Malachi","Malachi Richardson","Richardson","2.1571429116385326","14","3500","TOR@POR","TOR","POR","","","","",""
"31067-66205","SF","Tyler","Tyler Lydon","Lydon","2.4749999046325684","8","3500","OKC@DEN","DEN","OKC","","","","",""
"31067-70820","C","Thon","Thon Maker","Maker","11.594737002724095","19","3500","MIL@CLE","MIL","CLE","","","","",""
"31067-70823","PF","Guerschon","Guerschon Yabusele","Yabusele","4.7999997820172995","14","3500","ATL@BOS","BOS","ATL","O","Ankle","","",""
"31067-70825","SG","Timothe","Timothe Luwawu-Cabarrot","Luwawu-Cabarrot","5.014285496303013","14","3500","OKC@DEN","OKC","DEN","","","","",""
"31067-14505","C","Bismack","Bismack Biyombo","Biyombo","6.8599998474121096","10","3500","NY@CHA","CHA","NY","","","","",""
"31067-70824","PF","Ante","Ante Zizic","Zizic","6.911111195882161","18","3500","MIL@CLE","CLE","MIL","","","","",""
"31067-14521","PF","Kenneth","Kenneth Faried","Faried","5.900000095367432","8","3500","WAS@BKN","BKN","WAS","","","","",""
"31067-15548","SG","Andre","Andre Roberson","Roberson","17.82051282051282","39","3500","OKC@DEN","OKC","DEN","O","Kneecap","","",""
"31067-84668","SF","Troy","Troy Brown Jr.","Brown Jr.","6.275000254313151","12","3500","WAS@BKN","WAS","BKN","","","","",""
"31067-23744","SG","Justin","Justin Anderson","Anderson","8.280000305175781","10","3500","ATL@BOS","ATL","BOS","","","","",""
"31067-84672","SG","Zhaire","Zhaire Smith","Smith","0","0","3500","IND@PHI","PHI","IND","O","Foot","","",""
"31067-22727","SG","Ron","Ron Baker","Baker","4.900000138716265","11","3500","NY@CHA","NY","CHA","","","","",""
"31067-84681","SG","Donte","Donte DiVincenzo","DiVincenzo","11.705262836657072","19","3500","MIL@CLE","MIL","CLE","","","","",""
"31067-14537","SF","Chandler","Chandler Parsons","Parsons","9.59999974568685","3","3500","MIA@MEM","MEM","MIA","O","Knee","","",""
"31067-84691","SG","Shake","Shake Milton","Milton","5.666666666666667","3","3500","IND@PHI","PHI","IND","","","","",""
"31067-84695","SG","Gary","Gary Trent Jr.","Trent Jr.","4.600000063578288","3","3500","TOR@POR","POR","TOR","","","","",""
